"model"	"n.muts"	"coes"	"sigma"	"d.true"	"rep"	"method"	"d.hat.RDB"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"R2"	"sig.hat"	"logLike"	"P"
"stick"	"3"	"0.1"	"0.05"	"1"	"61"	"RDB"	"0.48778"	"0.20322"	"0.23142"	"0.26014"	"0.8239"	"0.03279"	"16.98956"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"62"	"MLE"	"0.69141"	"0.16351"	"0.15342"	"0.04869"	"0.97508"	"0.00998"	"26.50373"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"63"	"MLE"	"0.25138"	"0.45929"	"0.53483"	"0.22721"	"0.28985"	"0.04194"	"15.01966"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"64"	"MLE"	"0.47016"	"0.30365"	"0.11129"	"0.19238"	"0.89012"	"0.02453"	"19.30999"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"65"	"max"	"0.49363"	"0.34105"	"0.31299"	"0.24246"	"0.57871"	"0.06145"	"11.96539"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"66"	"RDB"	"0.55325"	"0.03473"	"0.24749"	"0.27664"	"0.84204"	"0.03771"	"15.87085"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"67"	"MLE"	"0.44487"	"0.09574"	"0.25747"	"0.25369"	"0.50246"	"0.04144"	"15.11637"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"68"	"MLE"	"0.35646"	"0.33052"	"0.38682"	"0.18878"	"0.54146"	"0.046"	"14.28182"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"69"	"MLE"	"0.59934"	"0.1597"	"0.22034"	"0.18612"	"0.87013"	"0.02858"	"18.09025"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"70"	"MLE"	"0.30925"	"0.33237"	"0.3455"	"0.41957"	"0.52839"	"0.03948"	"15.50334"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"71"	"MLE"	"0.44024"	"0.27894"	"0.29933"	"0.21504"	"0.95375"	"0.01388"	"23.86804"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"72"	"RDB"	"0.46508"	"0.29999"	"0.22738"	"0.25367"	"0.74022"	"0.0468"	"14.14326"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"73"	"RDB"	"2.05493"	"0.05627"	"0.05958"	"0.04866"	"0.8378"	"0.04153"	"15.09892"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"74"	"MLE"	"0.94948"	"0.12554"	"0.05957"	"0.0996"	"0.52209"	"0.05566"	"12.75673"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"75"	"MLE"	"0.97929"	"0.04506"	"0.13197"	"0.16825"	"0.92346"	"0.0245"	"19.32168"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"76"	"MLE"	"1.04548"	"0.11116"	"0.08126"	"0.09546"	"0.86975"	"0.02786"	"18.29174"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"77"	"MLE"	"0.34914"	"0.35726"	"0.31283"	"0.43021"	"0.77075"	"0.02916"	"17.92687"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"78"	"MLE"	"0.34525"	"0.43406"	"0.38542"	"0.28782"	"0.67829"	"0.03229"	"17.11295"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"79"	"MLE"	"0.31253"	"0.32879"	"0.14802"	"0.34182"	"0.47598"	"0.05127"	"13.41319"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"80"	"MLE"	"0.48562"	"0.16745"	"0.20218"	"0.28301"	"0.61403"	"0.04597"	"14.28647"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"81"	"MLE"	"0.30606"	"0.32216"	"0.40521"	"0.19351"	"0.62587"	"0.03727"	"15.96533"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"82"	"MLE"	"1.15465"	"0.0902"	"0.10119"	"0.05114"	"0.87616"	"0.02497"	"19.16965"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"83"	"MLE"	"0.66921"	"0.1717"	"0.06237"	"0.18776"	"0.55717"	"0.05049"	"13.53597"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"84"	"MLE"	"0.34423"	"0.14232"	"0.5957"	"0.15787"	"0.6576"	"0.04879"	"13.81004"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"85"	"MLE"	"0.69165"	"0.20472"	"0.11075"	"0.15297"	"0.69515"	"0.04482"	"14.48926"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"86"	"MLE"	"0.28337"	"0.46101"	"0.29602"	"0.30274"	"0.41563"	"0.05735"	"12.5174"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"87"	"MLE"	"0.32901"	"0.3208"	"0.11322"	"0.47465"	"0.84163"	"0.02872"	"18.04957"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"88"	"MLE"	"0.62602"	"0.20714"	"0.157"	"0.14352"	"0.87323"	"0.02767"	"18.3487"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"89"	"max"	"0.50462"	"0.19213"	"0.33189"	"0.2917"	"0.28942"	"0.08803"	"9.08889"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"90"	"RDB"	"0.49116"	"0.20253"	"0.18968"	"0.24115"	"0.65097"	"0.04164"	"15.0776"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"91"	"RDB"	"0.50665"	"0.26635"	"0.18319"	"0.29703"	"0.47543"	"0.06632"	"11.3551"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"92"	"MLE"	"0.43723"	"0.35613"	"0.14716"	"0.1771"	"0.73793"	"0.0335"	"16.81718"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"93"	"max"	"0.46501"	"0.16173"	"0.4043"	"0.35866"	"0.69492"	"0.0662"	"11.36895"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"94"	"MLE"	"0.40425"	"0.15023"	"0.29423"	"0.31986"	"0.73726"	"0.04005"	"15.38891"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"95"	"MLE"	"0.27253"	"0.68655"	"0.24866"	"0.36771"	"0.71677"	"0.04703"	"14.10459"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"96"	"MLE"	"0.49184"	"0.22934"	"0.22239"	"0.30447"	"0.86287"	"0.02535"	"19.04981"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"97"	"MLE"	"0.53639"	"0.15782"	"0.22456"	"0.14271"	"0.67639"	"0.04208"	"14.99479"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"98"	"max"	"0.37706"	"0.32995"	"0.38622"	"0.11604"	"0.80245"	"0.03836"	"15.73472"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"99"	"MLE"	"0.40987"	"0.2366"	"0.33674"	"0.28493"	"0.9755"	"0.00917"	"27.18143"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"100"	"MLE"	"0.29487"	"0.34771"	"0.43695"	"0.45015"	"0.73351"	"0.03651"	"16.12893"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"1"	"MLE"	"0.41818"	"0.22782"	"0.04386"	"0.42017"	"-2.68776"	"0.08905"	"8.99672"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"2"	"max"	"0.51647"	"0.31106"	"0.37355"	"0.02228"	"0.55223"	"0.09758"	"8.26478"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"3"	"MLE"	"0.6097"	"0.04858"	"0.37526"	"0.12778"	"0.60284"	"0.06282"	"11.78823"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"4"	"MLE"	"0.52537"	"0.21094"	"0.20785"	"0.17842"	"0.70967"	"0.03694"	"16.03526"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"5"	"MLE"	"0.45626"	"-0.06141"	"0.27215"	"0.38947"	"0.81188"	"0.04322"	"14.78051"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"6"	"MLE"	"0.6236"	"0.02562"	"0.30992"	"0.2296"	"0.83169"	"0.04757"	"14.01293"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"7"	"RDB"	"5.77975"	"0.02739"	"0.00191"	"0.01995"	"0.90629"	"0.0303"	"17.62098"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"8"	"MLE"	"0.28319"	"0.36106"	"0.41932"	"0.53724"	"-0.05515"	"0.06438"	"11.59174"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"9"	"MLE"	"0.53666"	"-0.06443"	"0.31501"	"0.29344"	"0.67001"	"0.05038"	"13.55322"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"10"	"max"	"0.4887"	"0.07699"	"0.41984"	"0.30201"	"0.54905"	"0.08257"	"9.60147"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"11"	"MLE"	"0.2519"	"0.68686"	"0.30285"	"0.20631"	"0.5491"	"0.0477"	"13.99103"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"12"	"RDB"	"0.66383"	"0.20018"	"0.11529"	"0.21475"	"0.32084"	"0.08083"	"9.77146"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"13"	"max"	"0.37871"	"-0.02121"	"-0.0853"	"0.49506"	"-0.05476"	"0.08731"	"9.1551"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"14"	"MLE"	"0.34857"	"0.2799"	"0.53298"	"0.25913"	"0.56714"	"0.056"	"12.70753"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"15"	"max"	"0.5301"	"0.27802"	"0.1815"	"0.36448"	"0.25819"	"0.09517"	"8.46488"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"16"	"RDB"	"0.47816"	"0.01111"	"0.14661"	"0.40595"	"0.81576"	"0.05054"	"13.52885"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"17"	"MLE"	"0.74708"	"0.15545"	"0.17728"	"0.27022"	"0.68885"	"0.0611"	"12.01084"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"18"	"MLE"	"1.3817"	"0.09552"	"0.10737"	"0.04662"	"0.59652"	"0.08876"	"9.02269"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"19"	"MLE"	"0.69207"	"0.18701"	"0.14069"	"0.20619"	"0.69966"	"0.05111"	"13.43917"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"20"	"MLE"	"0.72011"	"0.12862"	"0.16263"	"0.13631"	"0.63962"	"0.05277"	"13.18237"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"21"	"MLE"	"0.54754"	"0.16394"	"0.18279"	"0.28227"	"0.40307"	"0.08258"	"9.60046"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"22"	"MLE"	"0.4513"	"0.1696"	"0.28467"	"0.4161"	"0.50092"	"0.05863"	"12.33997"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"23"	"MLE"	"2.38797"	"0.06734"	"0.06688"	"0.00681"	"0.76251"	"0.06281"	"11.78935"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"24"	"MLE"	"0.82898"	"0.06963"	"0.18691"	"-0.01992"	"-0.34852"	"0.07377"	"10.50283"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"25"	"RDB"	"0.61958"	"0.21148"	"0.15936"	"0.18627"	"0.77421"	"0.04444"	"14.5573"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"26"	"MLE"	"2.55104"	"0.07141"	"0.06564"	"-0.0033"	"0.81377"	"0.05937"	"12.23993"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"27"	"MLE"	"0.30121"	"0.83438"	"0.23008"	"0.78136"	"0.95089"	"0.01595"	"22.75719"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"28"	"MLE"	"0.86143"	"-0.05229"	"0.23204"	"0.05646"	"0.90984"	"0.03326"	"16.87602"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"29"	"max"	"0.57631"	"0.01548"	"0.35331"	"0.38823"	"0.33875"	"0.14316"	"5.19869"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"30"	"max"	"0.47268"	"0.16345"	"0.25686"	"0.44169"	"0.63381"	"0.07808"	"10.04815"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"31"	"MLE"	"0.41723"	"0.37435"	"0.22368"	"0.401"	"0.49971"	"0.05015"	"13.59022"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"32"	"max"	"0.46801"	"0.31461"	"0.42588"	"0.11814"	"0.54353"	"0.08523"	"9.3475"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"33"	"MLE"	"0.21029"	"0.58234"	"0.39965"	"0.06038"	"0.51862"	"0.03995"	"15.41014"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"34"	"MLE"	"0.46569"	"0.19365"	"0.26182"	"0.21134"	"0.97795"	"0.00915"	"27.19674"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"35"	"MLE"	"0.28071"	"0.56594"	"0.4911"	"0.41816"	"0.8093"	"0.02439"	"19.35766"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"36"	"max"	"0.53287"	"0.35876"	"0.16194"	"0.30624"	"0.32839"	"0.10233"	"7.88476"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"37"	"RDB"	"0.38383"	"0.48519"	"0.23025"	"0.416"	"0.10424"	"0.11165"	"7.18763"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"38"	"max"	"0.4242"	"0.28315"	"0.18395"	"0.41634"	"0.5133"	"0.10302"	"7.83101"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"39"	"MLE"	"0.37855"	"-0.06181"	"0.41734"	"0.51068"	"0.86277"	"0.03603"	"16.23542"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"40"	"MLE"	"0.42382"	"0.33783"	"0.18092"	"0.51948"	"0.8402"	"0.03937"	"15.52737"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"41"	"max"	"0.60132"	"0.13041"	"0.39983"	"0.36258"	"0.35169"	"0.12926"	"6.01594"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"42"	"MLE"	"0.2737"	"0.50952"	"0.352"	"0.43152"	"0.88477"	"0.01847"	"21.58277"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"43"	"MLE"	"0.3794"	"0.45007"	"0.52309"	"0.12832"	"0.47834"	"0.04889"	"13.79359"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"44"	"MLE"	"0.31115"	"0.34676"	"0.19322"	"0.22751"	"0.03582"	"0.06458"	"11.56751"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"45"	"MLE"	"0.23399"	"0.77607"	"0.12049"	"0.48056"	"0.0076"	"0.04428"	"14.58615"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"46"	"MLE"	"1.14376"	"0.07403"	"0.14996"	"0.10886"	"0.86156"	"0.03373"	"16.76447"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"47"	"max"	"0.57773"	"0.27939"	"0.22425"	"0.33971"	"0.04974"	"0.13238"	"5.82529"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"48"	"MLE"	"0.79985"	"0.09378"	"0.31366"	"-0.05176"	"0.90333"	"0.04456"	"14.53636"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"49"	"MLE"	"2.88488"	"0.03083"	"0.05581"	"0.04353"	"0.89241"	"0.03319"	"16.89194"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"50"	"max"	"0.58932"	"0.19676"	"0.30631"	"0.29667"	"-0.1037"	"0.15204"	"4.71753"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"51"	"RDB"	"0.59475"	"0.14651"	"0.22555"	"0.16737"	"0.65717"	"0.05053"	"13.52953"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"52"	"MLE"	"2.07045"	"0.05604"	"0.00816"	"0.06816"	"0.69829"	"0.04462"	"14.52459"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"53"	"MLE"	"0.54668"	"0.35282"	"0.23743"	"0.20035"	"0.48957"	"0.10117"	"7.97581"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"54"	"MLE"	"0.39905"	"0.0318"	"0.45819"	"0.35254"	"0.60842"	"0.0485"	"13.85743"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"55"	"MLE"	"1.16929"	"0.14219"	"0.01191"	"0.05775"	"0.58113"	"0.05716"	"12.54399"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"56"	"MLE"	"0.53082"	"0.04897"	"0.18241"	"0.27696"	"0.86205"	"0.03181"	"17.23215"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"57"	"MLE"	"1.74991"	"0.04838"	"0.11367"	"0.06774"	"0.67471"	"0.07681"	"10.17997"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"58"	"RDB"	"0.84634"	"0.16246"	"0.14599"	"0.14921"	"0.60686"	"0.07853"	"10.00301"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"59"	"MLE"	"0.95755"	"0.09239"	"0.11555"	"0.08796"	"0.52186"	"0.06668"	"11.31188"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"60"	"max"	"0.44958"	"0.17885"	"0.21707"	"0.39028"	"0.49143"	"0.06179"	"11.92124"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"61"	"RDB"	"0.82959"	"0.18699"	"0.18621"	"0.04424"	"0.93551"	"0.02266"	"19.94464"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"62"	"MLE"	"0.25218"	"0.65135"	"0.74268"	"0.61845"	"0.81492"	"0.01292"	"24.43969"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"63"	"max"	"0.40673"	"0.35185"	"0.22026"	"0.32342"	"0.43772"	"0.07767"	"10.0909"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"64"	"MLE"	"0.38407"	"0.05047"	"0.11519"	"0.44074"	"0.7569"	"0.03741"	"15.9341"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"65"	"RDB"	"2.20062"	"0.02787"	"0.0503"	"0.03422"	"0.87524"	"0.0262"	"18.78546"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"66"	"RDB"	"0.49832"	"0.21156"	"0.18751"	"0.41384"	"0.58444"	"0.07447"	"10.42758"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"67"	"MLE"	"0.34819"	"0.59826"	"0.48122"	"0.33437"	"0.24343"	"0.05151"	"13.37604"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"68"	"max"	"0.54414"	"0.25587"	"0.28714"	"0.29993"	"0.01268"	"0.15115"	"4.76459"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"69"	"max"	"0.57539"	"0.24561"	"0.24522"	"0.30677"	"-0.15258"	"0.13428"	"5.71141"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"70"	"max"	"0.39782"	"0.38092"	"-0.20566"	"0.33324"	"0.59245"	"0.06856"	"11.08917"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"71"	"max"	"0.52748"	"0.37592"	"0.22306"	"0.26185"	"0.38699"	"0.09275"	"8.67129"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"72"	"MLE"	"1.00769"	"0.16515"	"0.11962"	"0.10634"	"0.65299"	"0.07233"	"10.66041"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"73"	"MLE"	"1.38017"	"0.12447"	"-0.02826"	"0.11203"	"0.92503"	"0.02843"	"18.13132"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"74"	"MLE"	"3.7734"	"0.03011"	"0.04246"	"0.02763"	"0.94971"	"0.02245"	"20.01998"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"75"	"MLE"	"0.63675"	"0.18022"	"0.04608"	"0.15503"	"0.49868"	"0.06652"	"11.33091"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"76"	"MLE"	"0.51345"	"0.20484"	"0.35362"	"-0.00419"	"0.72976"	"0.05277"	"13.18342"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"77"	"max"	"0.41222"	"0.10227"	"0.47956"	"0.21564"	"0.70451"	"0.05451"	"12.92363"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"78"	"MLE"	"0.92127"	"0.05682"	"0.0854"	"0.19272"	"0.58183"	"0.06173"	"11.92863"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"79"	"RDB"	"1.46629"	"0.05373"	"0.06716"	"0.0826"	"0.5334"	"0.08422"	"9.4428"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"80"	"MLE"	"0.26291"	"0.52129"	"0.11514"	"0.16797"	"0.18539"	"0.06208"	"11.88342"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"81"	"RDB"	"2.13994"	"0.05141"	"6e-04"	"0.0825"	"0.81694"	"0.04883"	"13.80364"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"82"	"MLE"	"0.48207"	"0.15981"	"0.16999"	"0.263"	"0.33116"	"0.08845"	"9.05074"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"83"	"MLE"	"0.39806"	"0.41439"	"0.33492"	"0.13507"	"0.50774"	"0.05702"	"12.56332"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"84"	"MLE"	"1.24064"	"0.02877"	"0.15958"	"0.02621"	"0.61701"	"0.08804"	"9.08855"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"85"	"MLE"	"0.60373"	"0.07647"	"0.05358"	"0.24385"	"0.84249"	"0.03333"	"16.85877"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"86"	"MLE"	"0.42121"	"0.18122"	"0.47349"	"0.25357"	"0.65847"	"0.0472"	"14.07543"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"87"	"max"	"0.47715"	"0.22207"	"0.29088"	"0.32062"	"0.41144"	"0.07631"	"10.23253"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"88"	"RDB"	"1.23729"	"0.09307"	"0.11487"	"0.13085"	"0.7731"	"0.06183"	"11.91586"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"89"	"MLE"	"3.41419"	"0.04146"	"0.028"	"0.02074"	"0.61757"	"0.06309"	"11.75403"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"90"	"MLE"	"0.35978"	"0.37787"	"0.50765"	"0.13111"	"-0.10692"	"0.06049"	"12.09092"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"91"	"MLE"	"0.33166"	"0.23866"	"0.34202"	"0.26971"	"0.4507"	"0.0536"	"13.05878"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"92"	"MLE"	"0.96838"	"0.10331"	"0.10906"	"0.06551"	"0.57581"	"0.06154"	"11.95351"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"93"	"max"	"0.40512"	"0.05424"	"0.28008"	"0.47493"	"0.59595"	"0.08171"	"9.68489"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"94"	"MLE"	"0.4452"	"0.20486"	"0.10395"	"0.37217"	"0.51487"	"0.07647"	"10.2155"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"95"	"MLE"	"3.00461"	"0.04373"	"0.04013"	"0.04841"	"0.62605"	"0.08155"	"9.70062"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"96"	"MLE"	"0.35677"	"0.4928"	"0.43172"	"0.06454"	"-0.87368"	"0.10104"	"7.98667"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"97"	"MLE"	"0.96533"	"0.12319"	"0.14217"	"-0.00039"	"0.47206"	"0.08298"	"9.56156"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"98"	"RDB"	"0.46855"	"0.36613"	"0.30344"	"0.34008"	"0.53312"	"0.08802"	"9.08974"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"99"	"max"	"0.37228"	"0.42756"	"0.26359"	"0.08152"	"0.759"	"0.04248"	"14.91778"	NA
"stick"	"3"	"0.1"	"0.08"	"1"	"100"	"MLE"	"1.55077"	"0.09739"	"0.10084"	"0.06245"	"0.72567"	"0.04891"	"13.79141"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"1"	"MLE"	"1.11164"	"0.26737"	"0.27393"	"0.24645"	"0.99218"	"0.01359"	"24.03571"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"2"	"MLE"	"1.32999"	"0.2208"	"0.22194"	"0.21189"	"0.99689"	"0.00872"	"27.58402"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"3"	"MLE"	"0.89585"	"0.35477"	"0.34097"	"0.36326"	"0.98691"	"0.01612"	"22.66768"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"4"	"MLE"	"1.18582"	"0.21587"	"0.23265"	"0.26378"	"0.99038"	"0.01541"	"23.02791"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"5"	"MLE"	"1.04088"	"0.30192"	"0.27538"	"0.28788"	"0.98331"	"0.01915"	"21.29289"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"6"	"MLE"	"0.85656"	"0.36436"	"0.37288"	"0.36517"	"0.99096"	"0.01261"	"24.63295"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"7"	"MLE"	"0.90625"	"0.32473"	"0.32993"	"0.36093"	"0.98892"	"0.014"	"23.79706"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"8"	"MLE"	"1.15694"	"0.26513"	"0.22684"	"0.28108"	"0.9955"	"0.01033"	"26.22725"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"9"	"MLE"	"0.79686"	"0.40644"	"0.39327"	"0.38655"	"0.99844"	"0.00493"	"32.1428"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"10"	"MLE"	"1.02735"	"0.27539"	"0.31365"	"0.28357"	"0.99588"	"0.00945"	"26.94356"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"11"	"MLE"	"1.01458"	"0.28494"	"0.29679"	"0.30866"	"0.9943"	"0.01091"	"25.7943"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"12"	"MLE"	"0.89766"	"0.3717"	"0.3184"	"0.32215"	"0.98245"	"0.01871"	"21.47785"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"13"	"MLE"	"1.08415"	"0.25871"	"0.29087"	"0.29701"	"0.99394"	"0.01209"	"24.97056"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"14"	"MLE"	"1.1433"	"0.26593"	"0.25028"	"0.2417"	"0.99371"	"0.0118"	"25.16599"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"15"	"MLE"	"0.9889"	"0.30165"	"0.30241"	"0.31394"	"0.97049"	"0.02277"	"19.90817"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"16"	"MLE"	"1.18304"	"0.24319"	"0.23117"	"0.23106"	"0.98055"	"0.02031"	"20.81998"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"17"	"MLE"	"1.01997"	"0.27164"	"0.27984"	"0.32219"	"0.98226"	"0.0192"	"21.2714"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"18"	"MLE"	"1.29522"	"0.24351"	"0.22057"	"0.2068"	"0.99904"	"0.00485"	"32.27283"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"19"	"MLE"	"1.11871"	"0.24563"	"0.26044"	"0.28371"	"0.97588"	"0.02294"	"19.8476"	NA
"stick"	"3"	"0.3"	"0.02"	"1"	"20"	"MLE"	"0.94237"	"0.32105"	"0.32805"	"0.30526"	"0.98958"	"0.01471"	"23.40486"	NA
