"model"	"n.muts"	"coes"	"sigma"	"d.true"	"rep"	"method"	"d.hat.MLE"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"R2"	"sig.hat"	"logLike"	"P"
"stick"	"3"	"-0.3"	"0.05"	"1"	"43"	"MLE"	"0.6753"	"-0.48051"	"-0.44409"	"-0.30914"	"0.94496"	"0.08788"	"9.10278"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"44"	"MLE"	"0.73098"	"-0.36801"	"-0.3919"	"-0.43309"	"0.98206"	"0.04775"	"13.98323"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"45"	"MLE"	"0.42405"	"-0.60721"	"-0.53373"	"-0.58859"	"0.99432"	"0.02751"	"18.39397"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"46"	"MLE"	"1.16947"	"-0.27017"	"-0.27602"	"-0.25913"	"0.99273"	"0.02829"	"18.16905"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"47"	"MLE"	"0.66469"	"-0.3844"	"-0.40928"	"-0.44847"	"0.98706"	"0.04019"	"15.36146"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"48"	"MLE"	"1.07049"	"-0.2841"	"-0.23679"	"-0.33172"	"0.98634"	"0.03777"	"15.85889"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"49"	"MLE"	"1.26802"	"-0.27507"	"-0.21913"	"-0.23195"	"0.99586"	"0.0206"	"20.70963"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"50"	"MLE"	"1.32262"	"-0.22173"	"-0.23592"	"-0.27833"	"0.99119"	"0.03214"	"17.15029"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"51"	"MLE"	"1.44267"	"-0.27083"	"-0.19108"	"-0.2049"	"0.9737"	"0.05198"	"13.30365"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"52"	"MLE"	"1.70614"	"-0.21572"	"-0.18016"	"-0.17521"	"0.99315"	"0.02613"	"18.80707"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"53"	"MLE"	"0.83785"	"-0.29138"	"-0.31427"	"-0.44612"	"0.99588"	"0.02217"	"20.12188"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"54"	"MLE"	"0.93692"	"-0.36009"	"-0.28637"	"-0.2936"	"0.9973"	"0.01693"	"22.27865"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"55"	"MLE"	"1.33634"	"-0.21521"	"-0.23004"	"-0.26947"	"0.99466"	"0.02351"	"19.65103"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"56"	"RDB"	"3.20395"	"-0.10187"	"-0.11481"	"-0.09841"	"0.98442"	"0.03468"	"16.54134"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"57"	"MLE"	"1.13757"	"-0.26523"	"-0.24876"	"-0.25808"	"0.97261"	"0.05161"	"13.36011"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"58"	"MLE"	"0.59787"	"-0.44177"	"-0.46806"	"-0.42249"	"0.98768"	"0.03711"	"15.99883"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"59"	"MLE"	"1.03287"	"-0.2891"	"-0.26348"	"-0.31634"	"0.99668"	"0.01874"	"21.46712"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"60"	"MLE"	"0.88656"	"-0.37871"	"-0.31684"	"-0.29304"	"0.98993"	"0.03411"	"16.67315"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"61"	"MLE"	"1.18254"	"-0.24559"	"-0.26921"	"-0.25324"	"0.99472"	"0.0229"	"19.86083"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"62"	"MLE"	"0.96788"	"-0.29401"	"-0.31168"	"-0.28388"	"0.99169"	"0.02827"	"18.17512"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"63"	"MLE"	"1.32709"	"-0.23654"	"-0.21594"	"-0.25261"	"0.99616"	"0.01989"	"20.98909"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"64"	"MLE"	"0.63207"	"-0.36745"	"-0.50614"	"-0.42273"	"0.97328"	"0.0586"	"12.34509"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"65"	"MLE"	"1.39999"	"-0.24376"	"-0.22983"	"-0.22128"	"0.99931"	"0.00871"	"27.59758"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"66"	"MLE"	"1.07996"	"-0.29452"	"-0.26966"	"-0.27306"	"0.99184"	"0.02938"	"17.86673"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"67"	"MLE"	"0.97774"	"-0.30266"	"-0.33914"	"-0.25186"	"0.99761"	"0.01557"	"22.94673"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"68"	"MLE"	"1.12929"	"-0.3073"	"-0.23605"	"-0.27653"	"0.98681"	"0.03935"	"15.53022"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"69"	"MLE"	"1.00058"	"-0.24666"	"-0.29164"	"-0.35038"	"0.99695"	"0.0181"	"21.74225"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"70"	"MLE"	"0.8688"	"-0.37894"	"-0.34999"	"-0.31802"	"0.98198"	"0.04933"	"13.72244"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"71"	"MLE"	"0.6128"	"-0.43644"	"-0.43129"	"-0.47767"	"0.98774"	"0.04027"	"15.34572"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"72"	"MLE"	"1.09937"	"-0.33733"	"-0.22871"	"-0.29924"	"0.984"	"0.04346"	"14.73648"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"73"	"MLE"	"0.87356"	"-0.33229"	"-0.288"	"-0.35585"	"0.9791"	"0.04872"	"13.82221"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"74"	"MLE"	"0.91449"	"-0.29675"	"-0.33034"	"-0.3079"	"0.99376"	"0.02537"	"19.04225"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"75"	"MLE"	"0.62979"	"-0.43301"	"-0.37694"	"-0.50265"	"0.97626"	"0.05431"	"12.95315"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"76"	"MLE"	"1.61824"	"-0.21611"	"-0.1716"	"-0.19933"	"0.97514"	"0.04805"	"13.93227"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"77"	"MLE"	"2.04966"	"-0.16216"	"-0.14812"	"-0.17556"	"0.99782"	"0.01433"	"23.61165"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"78"	"MLE"	"0.64954"	"-0.42791"	"-0.48374"	"-0.38565"	"0.99177"	"0.03261"	"17.03355"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"79"	"MLE"	"2.17528"	"-0.14336"	"-0.16359"	"-0.15741"	"0.99912"	"0.0093"	"27.06646"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"80"	"MLE"	"1.01123"	"-0.3129"	"-0.29835"	"-0.27433"	"0.99302"	"0.02724"	"18.47268"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"81"	"MLE"	"0.70818"	"-0.41485"	"-0.40299"	"-0.37709"	"0.9937"	"0.02793"	"18.27336"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"82"	"MLE"	"0.91234"	"-0.35308"	"-0.33126"	"-0.30682"	"0.9948"	"0.02481"	"19.22172"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"83"	"MLE"	"0.8582"	"-0.30885"	"-0.39501"	"-0.32125"	"0.96294"	"0.0693"	"11.00343"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"84"	"MLE"	"0.74769"	"-0.42706"	"-0.36127"	"-0.39005"	"0.99378"	"0.02871"	"18.05274"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"85"	"MLE"	"1.00625"	"-0.30047"	"-0.31363"	"-0.28265"	"0.98676"	"0.0378"	"15.85274"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"86"	"MLE"	"0.80406"	"-0.31429"	"-0.38789"	"-0.37139"	"0.99652"	"0.01978"	"21.03336"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"87"	"MLE"	"1.14333"	"-0.28688"	"-0.22962"	"-0.28417"	"0.96058"	"0.06666"	"11.31323"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"88"	"MLE"	"0.81305"	"-0.34639"	"-0.31911"	"-0.36324"	"0.99663"	"0.01884"	"21.42287"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"89"	"MLE"	"8.09632"	"-0.04478"	"-0.044"	"-0.0385"	"0.99667"	"0.01613"	"22.66756"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"90"	"MLE"	"1.07387"	"-0.34597"	"-0.23801"	"-0.26113"	"0.96319"	"0.06363"	"11.68593"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"91"	"MLE"	"1.564"	"-0.19478"	"-0.21007"	"-0.20626"	"0.98734"	"0.03436"	"16.6164"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"92"	"MLE"	"1.13119"	"-0.2581"	"-0.28796"	"-0.25606"	"0.98609"	"0.03763"	"15.88801"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"93"	"MLE"	"0.62723"	"-0.43575"	"-0.47338"	"-0.41083"	"0.98344"	"0.04672"	"14.15781"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"94"	"MLE"	"0.87351"	"-0.28858"	"-0.37517"	"-0.363"	"0.99413"	"0.02662"	"18.65615"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"95"	"MLE"	"1.3548"	"-0.25827"	"-0.22872"	"-0.24745"	"0.99681"	"0.0191"	"21.31115"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"96"	"MLE"	"1.19341"	"-0.27754"	"-0.27365"	"-0.22788"	"0.98573"	"0.03796"	"15.81851"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"97"	"MLE"	"0.87752"	"-0.33753"	"-0.36454"	"-0.31742"	"0.99714"	"0.01861"	"21.52024"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"98"	"MLE"	"0.87263"	"-0.35656"	"-0.36251"	"-0.32795"	"0.99648"	"0.02102"	"20.54725"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"99"	"MLE"	"0.99298"	"-0.31668"	"-0.306"	"-0.31313"	"0.99681"	"0.01942"	"21.17919"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"100"	"MLE"	"1.19044"	"-0.23543"	"-0.27194"	"-0.27251"	"0.99315"	"0.02666"	"18.64474"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"1"	"MLE"	"0.7586"	"-0.3984"	"-0.42281"	"-0.36531"	"0.97275"	"0.06334"	"11.72264"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"2"	"MLE"	"4.29702"	"-0.08185"	"-0.06097"	"-0.08989"	"0.97591"	"0.04563"	"14.34671"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"3"	"MLE"	"0.54615"	"-0.25462"	"-0.50437"	"-0.6623"	"0.92841"	"0.10158"	"7.94339"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"4"	"MLE"	"0.55455"	"-0.38113"	"-0.46173"	"-0.61771"	"0.947"	"0.08999"	"8.91338"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"5"	"MLE"	"0.51342"	"-0.5302"	"-0.45198"	"-0.47125"	"0.99591"	"0.02151"	"20.36398"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"6"	"MLE"	"0.42658"	"-0.45576"	"-0.53378"	"-0.70583"	"0.94053"	"0.08953"	"8.95368"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"7"	"MLE"	"0.73639"	"-0.44834"	"-0.35974"	"-0.40328"	"0.98548"	"0.04389"	"14.65672"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"8"	"MLE"	"1.31124"	"-0.18658"	"-0.30397"	"-0.26467"	"0.9519"	"0.08127"	"9.72867"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"9"	"MLE"	"0.87209"	"-0.27884"	"-0.36287"	"-0.36619"	"0.9623"	"0.06847"	"11.09926"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"10"	"MLE"	"1.74517"	"-0.1647"	"-0.16443"	"-0.18601"	"0.99033"	"0.02876"	"18.03933"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"11"	"MLE"	"1.23162"	"-0.3119"	"-0.2308"	"-0.25639"	"0.98405"	"0.04558"	"14.35457"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"12"	"MLE"	"0.47233"	"-0.47347"	"-0.73703"	"-0.51845"	"0.9649"	"0.07714"	"10.14605"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"13"	"MLE"	"0.79429"	"-0.3326"	"-0.39844"	"-0.39806"	"0.9642"	"0.06982"	"10.9428"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"14"	"MLE"	"0.98242"	"-0.38012"	"-0.3251"	"-0.23558"	"0.99614"	"0.02186"	"20.23353"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"15"	"MLE"	"0.68767"	"-0.3596"	"-0.41599"	"-0.43074"	"0.9919"	"0.03137"	"17.34357"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"16"	"MLE"	"0.92531"	"-0.40224"	"-0.28631"	"-0.34542"	"0.99772"	"0.01786"	"21.8484"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"17"	"MLE"	"0.62356"	"-0.32705"	"-0.55116"	"-0.4202"	"0.94356"	"0.08231"	"9.6269"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"18"	"MLE"	"0.93575"	"-0.41058"	"-0.27209"	"-0.2331"	"0.98554"	"0.03832"	"15.74315"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"19"	"MLE"	"0.69619"	"-0.45528"	"-0.32721"	"-0.35267"	"0.95034"	"0.06916"	"11.01913"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"20"	"MLE"	"0.80173"	"-0.36804"	"-0.34845"	"-0.35763"	"0.93616"	"0.08772"	"9.11714"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"21"	"MLE"	"1.47057"	"-0.23913"	"-0.20021"	"-0.19237"	"0.94487"	"0.07636"	"10.22695"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"22"	"MLE"	"1.04668"	"-0.21592"	"-0.26127"	"-0.33895"	"0.97907"	"0.04628"	"14.23325"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"23"	"RDB"	"3.46825"	"-0.10314"	"-0.09613"	"-0.09158"	"0.97975"	"0.03824"	"15.75912"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"24"	"MLE"	"3.56375"	"-0.07949"	"-0.0722"	"-0.12754"	"0.95989"	"0.05974"	"12.18995"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"25"	"MLE"	"1.81304"	"-0.17334"	"-0.20013"	"-0.15217"	"0.98376"	"0.03793"	"15.82488"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"26"	"MLE"	"0.61781"	"-0.40962"	"-0.40762"	"-0.50555"	"0.97387"	"0.05582"	"12.73411"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"27"	"MLE"	"0.69368"	"-0.43761"	"-0.32504"	"-0.41513"	"0.96247"	"0.06355"	"11.69633"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"28"	"MLE"	"0.67751"	"-0.40097"	"-0.3764"	"-0.39492"	"0.9874"	"0.0364"	"16.15419"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"29"	"MLE"	"0.69831"	"-0.40718"	"-0.4781"	"-0.3763"	"0.95851"	"0.07886"	"9.96963"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"30"	"MLE"	"0.31388"	"-0.6192"	"-0.82294"	"-0.78122"	"0.934"	"0.11108"	"7.22859"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"31"	"MLE"	"0.42415"	"-0.6019"	"-0.70964"	"-0.53218"	"0.99364"	"0.03145"	"17.32388"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"32"	"MLE"	"1.05642"	"-0.27498"	"-0.26802"	"-0.32438"	"0.96358"	"0.06779"	"11.1798"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"33"	"MLE"	"0.72179"	"-0.43677"	"-0.309"	"-0.49805"	"0.9527"	"0.08627"	"9.25076"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"34"	"MLE"	"0.70939"	"-0.38856"	"-0.44096"	"-0.32756"	"0.98152"	"0.04581"	"14.31528"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"35"	"MLE"	"1.59453"	"-0.2007"	"-0.21126"	"-0.14114"	"0.99009"	"0.02828"	"18.17351"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"36"	"MLE"	"0.84832"	"-0.42522"	"-0.2856"	"-0.25995"	"0.89066"	"0.105"	"7.67885"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"37"	"max"	"0.1"	"-1.64326"	"-1.40804"	"-1.60169"	"0.03808"	"0.30332"	"-0.80783"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"38"	"MLE"	"0.46138"	"-0.47437"	"-0.62894"	"-0.63125"	"0.96291"	"0.07629"	"10.23435"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"39"	"MLE"	"1.22721"	"-0.21733"	"-0.26693"	"-0.32075"	"0.98057"	"0.04904"	"13.76887"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"40"	"MLE"	"0.45835"	"-0.62966"	"-0.62304"	"-0.53408"	"0.9876"	"0.04634"	"14.22219"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"41"	"MLE"	"1.1023"	"-0.2854"	"-0.24538"	"-0.31633"	"0.97564"	"0.05523"	"12.81823"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"42"	"MLE"	"1.17836"	"-0.2929"	"-0.18024"	"-0.29394"	"0.91602"	"0.09136"	"8.79201"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"43"	"MLE"	"0.75277"	"-0.39404"	"-0.27066"	"-0.45919"	"0.97832"	"0.04917"	"13.7477"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"44"	"MLE"	"1.31383"	"-0.24854"	"-0.25169"	"-0.20213"	"0.84776"	"0.11981"	"6.62321"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"45"	"MLE"	"0.76179"	"-0.45308"	"-0.30505"	"-0.43256"	"0.99581"	"0.02401"	"19.48332"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"46"	"MLE"	"1.49037"	"-0.18522"	"-0.23216"	"-0.20154"	"0.94665"	"0.07409"	"10.46858"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"47"	"MLE"	"0.68332"	"-0.55054"	"-0.34146"	"-0.28987"	"0.9614"	"0.06698"	"11.27582"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"48"	"MLE"	"0.95994"	"-0.29612"	"-0.33435"	"-0.32346"	"0.98296"	"0.04649"	"14.19646"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"49"	"MLE"	"2.15048"	"-0.12796"	"-0.18448"	"-0.14684"	"0.97683"	"0.04688"	"14.13013"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"50"	"MLE"	"0.90587"	"-0.32396"	"-0.35431"	"-0.24415"	"0.95428"	"0.07221"	"10.67342"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"51"	"MLE"	"0.95359"	"-0.27363"	"-0.37063"	"-0.35776"	"0.97301"	"0.0633"	"11.72807"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"52"	"MLE"	"1.00959"	"-0.31653"	"-0.36701"	"-0.19952"	"0.96384"	"0.06476"	"11.54469"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"53"	"MLE"	"1.13966"	"-0.24663"	"-0.2902"	"-0.27409"	"0.97774"	"0.05113"	"13.43628"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"54"	"RDB"	"0.73225"	"-0.39949"	"-0.48433"	"-0.26441"	"0.85992"	"0.11761"	"6.77135"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"55"	"MLE"	"0.78751"	"-0.39119"	"-0.37967"	"-0.31087"	"0.94651"	"0.08154"	"9.70166"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"56"	"MLE"	"0.91992"	"-0.3413"	"-0.24161"	"-0.39762"	"0.95527"	"0.07102"	"10.80686"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"57"	"MLE"	"0.81885"	"-0.3673"	"-0.36317"	"-0.25006"	"0.98173"	"0.04171"	"15.06431"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"58"	"MLE"	"1.72537"	"-0.2312"	"-0.15714"	"-0.18589"	"0.97225"	"0.05692"	"12.57728"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"59"	"MLE"	"1.17026"	"-0.23033"	"-0.23176"	"-0.29409"	"0.95283"	"0.06694"	"11.28071"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"60"	"MLE"	"2.54065"	"-0.1452"	"-0.10265"	"-0.12541"	"0.93583"	"0.07653"	"10.20908"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"61"	"MLE"	"9.06808"	"-0.04564"	"-0.04024"	"-0.03651"	"0.91808"	"0.08566"	"9.30736"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"62"	"MLE"	"0.65245"	"-0.44841"	"-0.42478"	"-0.3693"	"0.97746"	"0.0498"	"13.64708"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"63"	"MLE"	"1.71194"	"-0.23281"	"-0.12059"	"-0.1615"	"0.97218"	"0.05045"	"13.54312"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"64"	"MLE"	"1.82165"	"-0.14092"	"-0.18842"	"-0.19668"	"0.94482"	"0.06904"	"11.03326"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"65"	"MLE"	"0.74129"	"-0.3304"	"-0.29131"	"-0.44796"	"0.99617"	"0.01923"	"21.25875"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"66"	"MLE"	"0.93393"	"-0.2458"	"-0.30321"	"-0.36735"	"0.99484"	"0.02304"	"19.81387"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"67"	"MLE"	"0.75566"	"-0.34155"	"-0.44691"	"-0.31872"	"0.97929"	"0.04925"	"13.73546"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"68"	"MLE"	"0.64176"	"-0.41629"	"-0.37834"	"-0.48358"	"0.94492"	"0.08208"	"9.6494"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"69"	"MLE"	"2.13512"	"-0.16083"	"-0.14585"	"-0.16523"	"0.96338"	"0.06305"	"11.75946"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"70"	"MLE"	"0.41457"	"-0.66713"	"-0.55683"	"-0.72432"	"0.96532"	"0.07998"	"9.85618"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"71"	"MLE"	"0.83987"	"-0.30104"	"-0.30309"	"-0.44806"	"0.97124"	"0.05822"	"12.3968"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"72"	"MLE"	"2.01946"	"-0.14341"	"-0.22392"	"-0.10735"	"0.94035"	"0.08257"	"9.60151"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"73"	"MLE"	"1.15191"	"-0.22305"	"-0.33184"	"-0.21935"	"0.89503"	"0.11019"	"7.29256"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"74"	"MLE"	"1.20788"	"-0.27716"	"-0.30757"	"-0.1592"	"0.98204"	"0.0433"	"14.7644"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"75"	"MLE"	"1.67863"	"-0.19142"	"-0.2239"	"-0.19155"	"0.87932"	"0.11342"	"7.06173"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"76"	"MLE"	"1.52136"	"-0.2143"	"-0.23071"	"-0.17638"	"0.9617"	"0.06372"	"11.67413"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"77"	"MLE"	"0.94797"	"-0.28572"	"-0.31616"	"-0.28943"	"0.94892"	"0.07354"	"10.52827"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"78"	"MLE"	"1.85564"	"-0.14929"	"-0.19833"	"-0.18792"	"0.98765"	"0.03633"	"16.1692"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"79"	"MLE"	"1.28317"	"-0.24268"	"-0.22184"	"-0.2786"	"0.98431"	"0.04045"	"15.31036"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"80"	"MLE"	"0.63655"	"-0.42968"	"-0.39287"	"-0.51071"	"0.98848"	"0.03885"	"15.63343"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"81"	"MLE"	"1.32409"	"-0.23433"	"-0.19789"	"-0.25657"	"0.95736"	"0.06456"	"11.56935"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"82"	"MLE"	"2.4888"	"-0.14054"	"-0.11567"	"-0.14189"	"0.98432"	"0.03732"	"15.95371"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"83"	"MLE"	"2.42138"	"-0.10292"	"-0.16665"	"-0.14535"	"0.992"	"0.02772"	"18.33325"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"84"	"MLE"	"0.80288"	"-0.30634"	"-0.37798"	"-0.31127"	"0.96115"	"0.06007"	"12.14644"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"85"	"MLE"	"0.98533"	"-0.26966"	"-0.25854"	"-0.34446"	"0.95444"	"0.06974"	"10.95211"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"86"	"MLE"	"0.60657"	"-0.49703"	"-0.30093"	"-0.55586"	"0.96617"	"0.06847"	"11.09906"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"87"	"MLE"	"0.39802"	"-0.65435"	"-0.42914"	"-0.67031"	"0.97449"	"0.05581"	"12.7343"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"88"	"MLE"	"9.26147"	"-0.03864"	"-0.03645"	"-0.03519"	"0.90814"	"0.07811"	"10.04597"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"89"	"MLE"	"0.62636"	"-0.42304"	"-0.4223"	"-0.46399"	"0.98309"	"0.04591"	"14.29761"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"90"	"MLE"	"1.10139"	"-0.31972"	"-0.27651"	"-0.28907"	"0.9643"	"0.07141"	"10.76271"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"91"	"MLE"	"0.61127"	"-0.56458"	"-0.35787"	"-0.49613"	"0.99542"	"0.02605"	"18.82999"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"92"	"MLE"	"1.231"	"-0.2572"	"-0.23957"	"-0.24072"	"0.97566"	"0.04773"	"13.98687"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"93"	"MLE"	"0.85885"	"-0.28913"	"-0.43385"	"-0.31653"	"0.99628"	"0.02136"	"20.41659"	NA
"stick"	"3"	"-0.3"	"0.08"	"1"	"94"	"MLE"	"0.75451"	"-0.32706"	"-0.33436"	"-0.47091"	"0.9688"	"0.06217"	"11.87106"	NA
